name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Tashkent,2023-10-15,18,6.3,12.4,18,5.6,12,2.8,55.2,0,0,0,,0,0,11.5,14.8,351.9,1022,22.5,11.7,185.4,16.1,7,10,2023-10-15T06:34:08,2023-10-15T17:43:08,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-16,19.5,7,13,19.5,5.6,12.5,3.1,54.4,0,0,0,,0,0,11.9,14.8,12.3,1019.1,19.1,8.9,183.8,15.9,7,10,2023-10-16T06:35:14,2023-10-16T17:41:35,0.05,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-17,21,7,14,21,4.8,13.6,3.8,54.2,0,0,0,,0,0,9.4,11.2,83.4,1015.3,3.6,5.6,180.2,15.6,7,10,2023-10-17T06:36:21,2023-10-17T17:40:02,0.09,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-18,23,9,16.1,23,7.9,15.8,5.4,51.8,0.005,100,4.17,rain,0,0,30.6,11.2,50.8,1019.3,37.6,5.7,124.5,10.7,5,10,2023-10-18T06:37:29,2023-10-18T17:38:31,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"38583099999,38452099999,UTTT,38457099999"
Tashkent,2023-10-19,24,13,17.7,24,13,17.7,7.4,53.1,0,0,0,,0,0,19.4,11.2,30.9,1020.4,22.1,6.5,168.5,14.5,6,10,2023-10-19T06:38:36,2023-10-19T17:37:00,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-20,26,11,18.4,26,11,18.4,6.7,49.7,0,0,0,,0,0,14.4,11.2,81.4,1017,40.2,7.6,161.7,13.9,6,10,2023-10-20T06:39:44,2023-10-20T17:35:30,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-21,20,13,16.4,20,13,16.4,8.3,60,0.037,100,4.17,rain,0,0,21.6,22.3,253.7,1019.9,60.7,7.6,107,9.1,5,10,2023-10-21T06:40:52,2023-10-21T17:34:01,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-22,23,10,16.2,23,9.1,16.2,9.7,68.4,0,0,0,,0,0,17.6,14.8,163.8,1018.1,50.6,7.3,159,13.7,6,10,2023-10-22T06:42:01,2023-10-22T17:32:34,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-23,16,12.6,14.5,16,12.6,14.5,11.2,80.6,1.182,100,12.5,rain,0,0,16.6,11.2,289,1023.2,53.9,6.4,38.8,3.4,2,10,2023-10-23T06:43:10,2023-10-23T17:31:07,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-24,23,9,15.2,23,9,15.1,6.4,60.8,0,0,0,,0,0,10.1,11.7,52.8,1021.7,10.2,11,161.2,14,6,10,2023-10-24T06:44:19,2023-10-24T17:29:41,0.34,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-25,26,10,17.8,26,10,17.8,3,40.9,0,0,0,,0,0,11.9,11.2,66.7,1015.9,50.1,11.3,156,13.4,6,10,2023-10-25T06:45:29,2023-10-25T17:28:17,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-26,22,16,18.8,22,16,18.8,8.6,52.1,0.918,100,8.33,rain,0,0,68.4,22.3,145.6,1018.3,72.2,9.9,78.7,6.9,6,10,2023-10-26T06:46:39,2023-10-26T17:26:53,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-27,22,13.8,17.8,22,13.8,17.8,10.6,64.1,0.121,100,8.33,rain,0,0,19.1,18.4,130.2,1020.2,66.5,8,104.4,9.1,6,10,2023-10-27T06:47:49,2023-10-27T17:25:31,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-28,27,14,20.3,26.2,14,20.2,8.3,48.7,0,0,0,,0,0,29.5,14.8,79.1,1016.2,68.3,8.8,129.7,11.2,5,10,2023-10-28T06:49:00,2023-10-28T17:24:10,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-29,29,14,21.3,27.5,14,21,7.2,43.3,0,0,0,,0,0,15.8,14.8,86,1015.8,44.7,8.4,126.6,10.9,6,10,2023-10-29T06:50:10,2023-10-29T17:22:50,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-30,28,14,20.2,26.8,14,20,6.7,44.6,0,0,0,,0,0,16.6,11.2,99.1,1017.9,30,7.6,133,11.6,5,10,2023-10-30T06:51:21,2023-10-30T17:21:32,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-31,18,9.6,14.1,18,9.1,14.1,7.8,66.6,6.072,100,8.33,rain,0,0,40.7,33.5,331.4,1026.6,48,8.2,26.8,2.3,2,10,2023-10-31T06:52:33,2023-10-31T17:20:15,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-01,17,7,11.7,17,5.6,11.5,5.2,67,0,0,0,,0,0,19.8,18.4,356.1,1029.5,31.3,9.6,135.1,11.7,6,10,2023-11-01T06:53:44,2023-11-01T17:18:59,0.61,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-02,21,6,12.9,21,4.4,12.2,3,55.8,0,0,0,,0,0,15.8,14.8,30.8,1027.2,5.5,11.7,149.6,12.9,6,10,2023-11-02T06:54:56,2023-11-02T17:17:45,0.64,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-03,21,7,13.1,21,5.6,12.5,2.7,52.6,0,0,0,,0,0,9.7,11.2,47.4,1019.1,3.8,9.1,148.7,12.9,6,10,2023-11-03T06:56:08,2023-11-03T17:16:32,0.68,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-04,23,6,14.1,23,4.4,13.7,2.2,49.5,0,0,0,,0,0,10.1,11.2,36.5,1016,11.5,7.3,148,12.9,6,10,2023-11-04T06:57:20,2023-11-04T17:15:20,0.71,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-05,24.2,7,14.9,24.2,5.6,14.6,0.8,43,0,0,0,,0,0,7.2,11.2,35.1,1017.8,43.3,9.1,130.5,11.3,5,10,2023-11-05T06:58:32,2023-11-05T17:14:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-06,23,9,15.7,23,8.7,15.6,1.8,41.7,0,0,0,,0,0,11.5,14.8,5.4,1017.2,38.1,6.8,109.8,9.5,5,10,2023-11-06T06:59:45,2023-11-06T17:13:02,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-07,21,12,16.4,21,12,16.4,3.2,42.4,0,0,0,,0,0,20.9,11.2,69.9,1016,38.5,5.2,89.5,7.8,4,10,2023-11-07T07:00:57,2023-11-07T17:11:55,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,UTTT,38457099999"
Tashkent,2023-11-08,18,11.6,14.2,18,11.6,14.2,7.3,64.9,5.048,100,4.17,rain,0,0,38.5,18.5,119.9,1016.2,64,5.7,76.1,6.6,4,10,2023-11-08T07:02:10,2023-11-08T17:10:50,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-09,14,6.6,10.3,14,5.6,9.7,6,75.4,12.898,100,8.33,rain,0,0,44.6,18.4,169.1,1026.2,72.1,9.2,100.9,8.8,5,10,2023-11-09T07:03:23,2023-11-09T17:09:47,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-10,17,5,9.8,17,1.8,8.9,1.2,59.8,0,0,0,,0,0,11.9,14.8,54,1026.3,34.1,12,133.8,11.4,5,10,2023-11-10T07:04:35,2023-11-10T17:08:45,0.9,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-11,15,5,10.6,15,2.4,10,1.6,55.7,0,0,0,rain,0,0,35.6,18.4,50.8,1024,65.9,8.8,59.5,5.2,2,10,2023-11-11T07:05:48,2023-11-11T17:07:45,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-12,14,6.8,9.8,14,4.6,9,5.3,74.8,7.046,100,4.17,rain,0,0,19.4,22.3,0.5,1030.1,27.8,8.3,128.7,11.2,5,10,2023-11-12T07:07:01,2023-11-12T17:06:47,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-13,15.1,4,9,15.1,2.1,8,0,56.4,0,0,0,,0,0,14.4,14.8,16.4,1029.2,22.4,11.1,119.1,10.4,5,10,2023-11-13T07:08:13,2023-11-13T17:05:50,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-14,19,3,10.1,19,1.2,9.3,-0.7,51.2,0,0,0,,0,0,10.4,11.2,67.1,1024.5,1.9,11.3,134.2,11.6,5,10,2023-11-14T07:09:26,2023-11-14T17:04:56,0.03,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-15,23.4,4,11.9,23.4,1.2,11.1,-2.1,43.9,0,0,0,,0,0,7.9,11.2,59.1,1018.2,19.4,11.2,132.3,11.4,5,10,2023-11-15T07:10:38,2023-11-15T17:04:03,0.07,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-16,26,8,15.9,26,8,15.9,-1.3,32.7,0,0,0,,0,0,9.7,14.8,72.4,1017,28.2,11.2,124.8,10.8,5,10,2023-11-16T07:11:50,2023-11-16T17:03:12,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-17,26.4,13,18.1,26.4,13,18.1,0.1,31.6,0,0,0,,0,0,6.8,14.8,61.3,1013.3,72.6,11.3,89.7,7.8,4,10,2023-11-17T07:13:02,2023-11-17T17:02:23,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-18,21,13,17,21,13,17,5.3,50.1,2.007,100,4.17,rain,0,0,79.2,14.8,146.9,1016.7,66.2,6.2,45.7,4.1,2,10,2023-11-18T07:14:14,2023-11-18T17:01:37,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-19,16.3,11,13.4,16.3,11,13.4,9,75.2,0.004,100,4.17,rain,0,0,11.9,14.8,305.5,1022,54.8,7.9,106.3,9,5,10,2023-11-19T07:15:25,2023-11-19T17:00:52,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-20,24,10,15.4,24,9.1,15.4,7.5,63.3,0,0,0,,0,0,8.6,11.2,50.7,1018.3,15.1,6.3,113.6,9.9,5,10,2023-11-20T07:16:36,2023-11-20T17:00:09,0.25,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-21,25,10,17,25,7.9,16.8,2,39.5,0,0,0,,0,0,22.7,14.8,58.5,1010.7,30.9,11.2,110.9,9.7,5,10,2023-11-21T07:17:46,2023-11-21T16:59:28,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-22,18,9,14.4,18,6.5,14.2,7.3,64.8,11.014,100,4.17,rain,0,0,36.7,25.9,278.8,1016.3,63.2,7.2,16.3,1.3,1,10,2023-11-22T07:18:56,2023-11-22T16:58:49,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-23,13,6.8,9.1,13,3.8,8,2.5,65.9,6.905,100,4.17,rain,0,0,37.1,22.3,94.8,1024.6,56.8,11.3,108.8,9.4,5,10,2023-11-23T07:20:06,2023-11-23T16:58:13,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-24,17,5,10.6,17,2.4,9.9,-0.2,49,0,0,0,,0,0,18.4,18.4,94.6,1013.5,70.1,12,90.7,7.9,4,10,2023-11-24T07:21:15,2023-11-24T16:57:38,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-25,17,6.4,10.9,17,5.3,10.6,2.5,58.6,0,0,0,,0,0,8.3,14.8,344.7,1020,62.7,9.6,97.5,8.4,4,10,2023-11-25T07:22:23,2023-11-25T16:57:06,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-26,22,5,12,22,2.4,11.3,2.4,56.6,0,0,0,,0,0,9,11.2,62.4,1016.4,25,9.7,103.7,8.9,5,10,2023-11-26T07:23:31,2023-11-26T16:56:36,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-27,18,7,12.8,18,5.6,12.5,3.1,52.6,0,0,0,,0,0,9,11.2,63.8,1012.7,38.9,8.8,71.3,6.1,3,10,2023-11-27T07:24:38,2023-11-27T16:56:08,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-28,23.3,9.9,15.5,23.3,7.9,15.3,2.8,44.3,0,0,0,,0,0,8.6,14.8,72.3,1012.9,46.5,11.3,99.4,8.4,4,10,2023-11-28T07:25:44,2023-11-28T16:55:42,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-29,16.2,8,12,16.2,6,11.6,5.1,64.3,0,0,0,rain,0,0,20.9,22.3,277.2,1019.9,58.8,6.9,63,5.3,3,10,2023-11-29T07:26:49,2023-11-29T16:55:19,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-11-30,11,6,8.2,11,4.8,7.2,5.8,85.6,4.063,100,4.17,rain,0,0,14.8,14.8,309.4,1026.6,67,9.4,79.8,6.8,4,10,2023-11-30T07:27:54,2023-11-30T16:54:58,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-01,12,5,8.1,12,4.7,8,5.9,87.1,0,0,0,,0,0,6.5,11.2,330.5,1023.2,53.7,3.5,101.7,8.8,4,10,2023-12-01T07:28:57,2023-12-01T16:54:39,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-02,16,5,9.5,16,4.4,9.3,5.1,76,0,0,0,,0,0,6.1,8.1,51.3,1022.5,23.3,3.8,66.1,5.7,3,10,2023-12-02T07:30:00,2023-12-02T16:54:22,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-03,15.4,5,9.7,15.4,4.3,9,3.6,67.2,0,0,0,,0,0,6.8,11.2,24.8,1023.8,11.7,7.9,103.6,8.9,4,10,2023-12-03T07:31:01,2023-12-03T16:54:08,0.69,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-04,18.6,6.4,11.5,18.6,5.6,11,3.4,59.6,0,0,0,,0,0,29.5,11.2,38,1025.3,25.7,9,98.5,8.7,4,10,2023-12-04T07:32:02,2023-12-04T16:53:56,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-05,21.2,6,11.9,21.2,4.4,11.4,2.4,55.2,0,0,0,,0,0,7.6,11.2,64.8,1019.9,9.9,10.3,102.9,8.9,4,10,2023-12-05T07:33:01,2023-12-05T16:53:47,0.75,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-06,17,4,9.5,17,1.2,8.8,1.9,62.1,0,0,0,,0,0,13,14.8,286.2,1021,32,8.1,81.7,7.1,4,10,2023-12-06T07:33:59,2023-12-06T16:53:40,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-07,5,3.9,4.7,5,2.1,3.3,3,89.2,0,0,0,,0,0,9,11.2,261.7,1020.7,100,3.1,64.1,5.5,3,10,2023-12-07T07:34:55,2023-12-07T16:53:35,0.82,Overcast,Cloudy skies throughout the day.,cloudy,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-08,6,0,3.9,6,-3.6,1.9,1.4,83.9,1.066,100,4.17,rain,0,0,13.7,18.4,247.1,1020.3,95.5,3.6,30,2.6,1,10,2023-12-08T07:35:50,2023-12-08T16:53:32,0.85,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-09,1,-1.4,-0.5,1,-4.8,-2.1,-2.7,85.3,7.956,100,4.17,"rain,snow",0.3,0.2,10.1,11.2,241.7,1031.7,78.1,7.2,67.7,5.8,3,10,2023-12-09T07:36:44,2023-12-09T16:53:32,0.88,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-10,7,-3.2,2.2,5,-3.8,1.2,-3.6,68.2,0,0,0,,0,0.3,7.9,14.8,357.7,1024.7,47,9,81.9,7,4,10,2023-12-10T07:37:36,2023-12-10T16:53:34,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-11,7,-2.9,3.5,6,-7.8,1.7,0,78.9,8.939,100,4.17,"rain,snow",1.4,0.3,55.4,25.9,304.5,1017.9,74,4.8,25.7,2.3,1,10,2023-12-11T07:38:27,2023-12-11T16:53:39,0.95,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-12,-5,-17,-11.6,-10.5,-24.1,-16.6,-14.9,77,10.905,100,4.17,snow,8.2,10.1,22.3,18.4,269.4,1031.8,71.9,7.4,77.8,6.7,3,10,2023-12-12T07:39:16,2023-12-12T16:53:46,0.98,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-13,-5,-17,-11.9,-5,-20.1,-12.8,-15.2,77.2,0,0,0,,0,10.9,25.9,7.6,141.2,1032.6,20.8,4.5,109.4,9.4,5,10,2023-12-13T07:40:04,2023-12-13T16:53:55,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-14,0.3,-11,-4.9,0.3,-16.8,-6,-10.3,68.2,0,0,0,,0,9.5,11.2,11.2,72.3,1019.4,25.3,4.9,72.5,6.3,3,10,2023-12-14T07:40:50,2023-12-14T16:54:06,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-15,7.3,-1,1.7,7,-3.8,0.2,-5.1,61.7,0,0,0,,0,7,14.8,14.8,2.6,1018,46.6,6.7,71.2,6.2,3,10,2023-12-15T07:41:34,2023-12-15T16:54:20,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-16,2,-1,0.5,2,-3.8,-0.3,-3.5,74.8,0.007,100,4.17,"rain,snow",0,4.1,6.5,8.2,171.3,1028.1,53.8,5.1,56.7,5,3,10,2023-12-16T07:42:17,2023-12-16T16:54:36,0.12,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-17,10,1.6,4.3,10,-0.3,3.5,1.3,81.3,0.68,100,4.17,rain,0,1.4,10.4,8.1,65.1,1029.3,52.2,4.5,61.3,5.2,3,10,2023-12-17T07:42:57,2023-12-17T16:54:55,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-18,15.2,1,7.2,15.2,-1.4,6.1,0.2,63.8,0,0,0,,0,0.2,17.6,25.9,79.7,1021.4,49.8,10.3,71.2,6.1,3,10,2023-12-18T07:43:36,2023-12-18T16:55:15,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-19,7,3,4.6,6,-0.7,3.1,1.5,80.8,3.015,100,8.33,rain,0,0,20.5,14.8,305.5,1028.8,71.6,5.9,42,3.7,2,10,2023-12-19T07:44:13,2023-12-19T16:55:38,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-20,7,1,3.8,6,-2.4,2.3,-0.2,76.5,0,0,0,,0,0,14,11.2,300.5,1034.1,46.5,7,92.2,7.9,4,10,2023-12-20T07:44:48,2023-12-20T16:56:04,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-21,8.4,-1,3.2,8.4,-2.2,2.7,0.2,81.9,0,0,0,,0,0,6.5,7.6,204,1029.9,7.5,3.1,100.6,8.6,4,10,2023-12-21T07:45:21,2023-12-21T16:56:31,0.3,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-22,15,-2,4.9,15,-3.8,4.4,-0.5,73.4,0,0,0,,0,0,6.1,8.1,74.4,1017.9,20.8,5.1,100.9,8.7,4,10,2023-12-22T07:45:51,2023-12-22T16:57:00,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-23,18,0,7.6,18,-3.6,6.6,-1.6,58.8,0,0,0,,0,0,9.7,18.4,88.1,1014.4,43,10.1,82.9,7.2,4,10,2023-12-23T07:46:20,2023-12-23T16:57:32,0.37,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-24,16,9.4,12.6,16,7.1,12.1,1.5,47.3,0,0,0,,0,0,25.2,22.3,76.5,1014.6,70.5,12,45.7,3.9,2,10,2023-12-24T07:46:47,2023-12-24T16:58:05,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT,remote"
Tashkent,2023-12-25,21,12.5,15.7,21,12.5,15.7,4.3,47.4,0,0,0,,0,0,16.6,22.3,72.4,1013.4,48.5,10,92.9,7.9,4,10,2023-12-25T07:47:11,2023-12-25T16:58:41,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-26,15,6,9.1,15,4.4,8.2,5.5,79.5,17.944,100,8.33,rain,0,0,44.6,18.4,97.6,1021.3,88.4,11.1,14.7,1.3,1,10,2023-12-26T07:47:34,2023-12-26T16:59:19,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-27,12,6,9.1,12,3.6,7.9,3.8,70.2,1.051,100,8.33,rain,0,0,40.7,25.9,192.4,1023.7,73.4,8.8,55.4,4.7,2,10,2023-12-27T07:47:54,2023-12-27T16:59:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-28,18,4,10,18,2.1,8.5,0.2,54.1,0,0,0,,0,0,8.3,18.4,68.9,1018.5,55.3,12.6,96.7,8.2,4,10,2023-12-28T07:48:12,2023-12-28T17:00:40,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-29,11,1,5.1,11,-3,2.9,1,76.9,10.027,100,8.33,"rain,snow",0.2,0.1,33.1,22.3,230.8,1024.8,83,7.8,11.3,1,1,10,2023-12-29T07:48:28,2023-12-29T17:01:24,0.57,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-30,5,-2,1.5,5,-6,-0.4,-4.4,65.8,0.974,100,4.17,"rain,snow",0,0,13,14.8,45.1,1032.6,21.2,12,98.9,8.6,4,10,2023-12-30T07:48:41,2023-12-30T17:02:09,0.61,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-12-31,10.8,-1,3.9,10.8,-4.8,2.6,-3.7,59.7,0,0,0,,0,0,8.3,14.8,338.9,1025.6,9.6,10.9,99.2,8.6,4,10,2023-12-31T07:48:53,2023-12-31T17:02:56,0.64,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2024-01-01,15.1,1,7,15.1,-2.4,5.9,-2.9,52,0,0,0,,0,0,6.5,18.4,75.8,1019.2,61.2,12,95.9,8.2,4,10,2024-01-01T07:49:02,2024-01-01T17:03:45,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2024-01-02,9,3,5.5,8,0.9,4.9,-0.4,66.4,0,0,0,,0,0,14.8,11.2,254.3,1024.5,53.5,6.6,61.3,5.2,3,10,2024-01-02T07:49:08,2024-01-02T17:04:35,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
