name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Tashkent,2023-07-24,39.4,25.6,32.9,38.2,25.6,32.2,12.9,31.7,0,0,0,,0,0,18,14.8,147.3,1003.3,10.8,10.1,328.5,28.6,9,10,2023-07-24T05:10:07,2023-07-24T19:48:34,0.22,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-07-25,42,27,34.7,39.3,26.6,33.2,9.9,23.9,0,0,0,,0,0,35.6,14.8,15.8,1002,0.4,10.1,329.6,28.6,9,10,2023-07-25T05:11:02,2023-07-25T19:47:40,0.25,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-07-26,42,25.5,33.3,39.3,25.5,32.3,11.3,28.2,0,0,0,,0,0,33.5,18.4,142.4,1002.5,2.7,10,330.6,28.6,9,10,2023-07-26T05:11:57,2023-07-26T19:46:45,0.25,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-07-27,42,25.3,33.5,39.6,25.3,32.1,10,25.4,0,0,0,,0,0,59.4,33.5,20.8,1003.1,21.4,9.9,330.7,28.6,10,10,2023-07-27T05:12:53,2023-07-27T19:45:48,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-07-28,39,27,33.7,37.4,26.8,32.2,9.9,24.2,0,0,0,,0,0,33.5,18.4,325.2,1002.6,68.4,12.5,279.5,24.3,8,10,2023-07-28T05:13:49,2023-07-28T19:44:50,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-07-29,38,26,31.6,36.1,26,30.7,11.8,31.4,0,0,0,,0,0,25.2,18.4,197,1001.6,1.7,10.7,324.3,27.9,9,10,2023-07-29T05:14:46,2023-07-29T19:43:50,0.38,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-07-30,38,25,31.8,36.3,25,30.9,11.4,30.5,0,0,0,,0,0,33.5,18.4,174.6,1003.5,1.3,10.1,331.6,28.5,9,10,2023-07-30T05:15:43,2023-07-30T19:42:48,0.42,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-07-31,39.6,25.2,33.2,37.1,25.2,31.6,7.8,23.3,0,0,0,,0,0,24.1,18.4,13.2,1004.4,1.9,10.7,326.1,28.4,9,10,2023-07-31T05:16:41,2023-07-31T19:41:44,0.45,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-01,40,24.4,33.2,37.2,24.4,31.5,7.2,21.7,0,0,0,,0,0,31,22.3,350.5,1004,24.6,10.7,321.4,27.8,9,10,2023-08-01T05:17:39,2023-08-01T19:40:40,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT,remote"
Tashkent,2023-08-02,39,26,33.4,36.7,26,31.7,8.1,22.3,0,0,0,,0,0,39.2,18.4,357.9,1004.5,16.7,12,290.4,25.2,9,10,2023-08-02T05:18:37,2023-08-02T19:39:33,0.52,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-03,38,24,32.3,35.1,24,30.6,5.9,21.4,0,0,0,,0,0,45.7,25.9,332.3,1004.6,0,11.4,328.5,28.3,9,10,2023-08-03T05:19:36,2023-08-03T19:38:25,0.55,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-04,37,23,30.8,34.4,23,29.3,6.9,24.3,0,0,0,,0,0,45.4,18.4,312.2,1006,0.1,10.7,323.6,28.2,9,10,2023-08-04T05:20:35,2023-08-04T19:37:16,0.59,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-05,37.8,22,30.6,35.2,22,29.4,9.2,28.7,0,0,0,,0,0,31.3,18.4,195.2,1007.8,8.9,10.6,319.4,27.5,9,10,2023-08-05T05:21:34,2023-08-05T19:36:05,0.62,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-06,30,23.6,26.9,29,23.6,26.5,12.1,40.4,0.291,100,4.17,rain,0,0,28.4,22.3,96,1006.7,71.1,11,247,21.2,9,10,2023-08-06T05:22:33,2023-08-06T19:34:52,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-07,34,21,27.7,32.7,21,27,12,39.8,0.119,100,4.17,rain,0,0,32,22.3,101.5,1003,51.3,11.4,222.5,19.2,9,10,2023-08-07T05:23:33,2023-08-07T19:33:39,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-08,35,22,29.2,33.1,22,28.5,11.5,35,0.051,100,4.17,rain,0,0,29.9,14.8,120.3,1003,35.1,10.1,279.2,24.2,9,10,2023-08-08T05:24:33,2023-08-08T19:32:23,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-09,36,24.2,30.6,34.5,24.2,29.8,11.5,32.1,0,0,0,,0,0,20.5,18.4,232.4,1007.3,8,10.1,309.8,26.9,9,10,2023-08-09T05:25:33,2023-08-09T19:31:07,0.76,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-10,37,23,31.1,35.3,23,30.1,11.2,31.5,0,0,0,,0,0,29.5,18.4,173.8,1008.9,6.7,11.7,308.2,26.7,9,10,2023-08-10T05:26:33,2023-08-10T19:29:49,0.79,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-11,34,24,29.7,32.1,24,28.5,9.4,30.1,0,0,0,,0,0,37.1,22.3,309.5,1010.5,5.2,10.7,308.3,26.7,9,10,2023-08-11T05:27:33,2023-08-11T19:28:31,0.83,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-12,32,22,27.3,30.1,22,26.4,6.2,27.2,0,0,0,,0,0,33.5,22.3,314.4,1013,2.5,10.7,308.3,26.9,9,10,2023-08-12T05:28:33,2023-08-12T19:27:10,0.86,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-13,31,17,24.6,28.9,17,23.9,3.4,27.6,0,0,0,,0,0,34.2,25.9,321.4,1012.9,0,10.7,316,27.2,9,10,2023-08-13T05:29:34,2023-08-13T19:25:49,0.89,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-14,30,16.8,23.5,28.2,16.8,23,2.7,27.3,0,0,0,,0,0,48.2,25.9,294,1015.7,0,11.4,314.8,27.2,9,10,2023-08-14T05:30:34,2023-08-14T19:24:27,0.93,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-15,31,16,24,28.9,16,23.3,1.1,24.9,0,0,0,,0,0,21.6,14.8,55.5,1017,0.2,11.4,315,27.2,9,10,2023-08-15T05:31:35,2023-08-15T19:23:03,0.96,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-16,32,16,25.2,29.8,16,24.3,2.6,25.8,0,0,0,,0,0,13,14.8,51.9,1014.7,0.7,10.1,314.2,27.2,9,10,2023-08-16T05:32:35,2023-08-16T19:21:38,0,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-17,34,17.9,26.4,31.5,17.9,25.4,4.5,26.6,0,0,0,,0,0,12.2,14.8,176.5,1011.9,0,9.9,311.2,26.6,9,10,2023-08-17T05:33:36,2023-08-17T19:20:13,0.03,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-18,35.2,19,28.2,32.6,19,26.9,4.6,25,0,0,0,,0,0,25.2,14.8,50.5,1011.2,1.4,9.8,306.6,26.6,9,10,2023-08-18T05:34:37,2023-08-18T19:18:46,0.06,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,UTTT,38457099999"
Tashkent,2023-08-19,37,20,29.2,34.1,20,27.7,3.5,22.1,0,0,0,,0,0,34.9,22.3,2.2,1009.7,0,14.1,305.2,26.4,9,10,2023-08-19T05:35:37,2023-08-19T19:17:18,0.1,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-20,38,21.2,30,34.9,21.2,28.5,2.9,19.8,0,0,0,,0,0,33.5,22.3,16.4,1009.9,0,10.1,302.3,26.4,9,10,2023-08-20T05:36:38,2023-08-20T19:15:49,0.13,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-21,38,21.2,29.9,35.1,21.2,28.6,5.3,23.4,0,0,0,,0,0,30.2,18.4,61.9,1008.5,10,10.1,299,25.7,9,10,2023-08-21T05:37:39,2023-08-21T19:14:20,0.17,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-22,37,21,29.3,34.5,21,28.2,8.9,30.5,0,0,0,,0,0,37.1,14.8,221.1,1009,8.1,11.4,291.3,25.2,9,10,2023-08-22T05:38:39,2023-08-22T19:12:49,0.2,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-23,36.2,22,30,33.8,22,28.8,9.2,30.2,0,0,0,,0,0,28.4,14.8,356.2,1007.5,4.8,11.4,290.3,25.1,9,10,2023-08-23T05:39:40,2023-08-23T19:11:18,0.23,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-24,37,21.9,29.8,34.4,21.9,28.5,8.3,29.2,0,0,0,,0,0,37.1,18.4,71.5,1006.5,9.5,10.1,290,25.1,9,10,2023-08-24T05:40:41,2023-08-24T19:09:46,0.25,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-25,36,22.2,29.3,33.6,22.2,28.1,7.3,26.7,0,0,0,,0,0,37.1,22.3,355.7,1005,0.8,10.1,286.3,24.9,9,10,2023-08-25T05:41:41,2023-08-25T19:08:12,0.3,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-26,35,21,28.4,32.7,21,27.4,7.6,28.4,0,0,0,,0,0,22,18.4,255.1,1005.1,38.2,10.1,277,23.9,9,10,2023-08-26T05:42:42,2023-08-26T19:06:39,0.34,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-27,27,17.8,21.2,26.1,17.8,21.2,13.1,64.3,8.116,100,8.33,rain,0,0,44.6,22.3,90.8,1009.1,72.6,9.3,66.2,5.7,3,10,2023-08-27T05:43:42,2023-08-27T19:05:04,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-28,25,17.9,20.9,25,17.9,20.9,5.7,41.1,2.027,100,4.17,rain,0,0,18.7,14.8,325.4,1013.6,42.6,10,276.5,23.8,9,10,2023-08-28T05:44:43,2023-08-28T19:03:29,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-29,32,16.9,23.9,29.8,16.9,23.2,4.2,31.4,0,0,0,,0,0,33.5,18.4,83.8,1007.1,8.9,10.1,283.6,24.7,9,10,2023-08-29T05:45:43,2023-08-29T19:01:53,0.44,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-30,26,18,22.2,26,18,22.2,9.6,45.6,0.302,100,4.17,rain,0,0,48.2,25.9,56.1,1008.1,66.2,9.7,88,7.6,4,10,2023-08-30T05:46:43,2023-08-30T19:00:16,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-08-31,26,17.7,21.6,26,17.7,21.6,11.5,56.8,5.961,100,4.17,rain,0,0,27,18.4,347.8,1015.4,33.1,10,266.9,23.2,8,10,2023-08-31T05:47:44,2023-08-31T18:58:39,0.5,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-01,28,15,22.4,26.7,15,22.1,5.3,37.6,0,0,0,,0,0,24.1,14.8,359.8,1015.7,0,11.1,281.3,24.4,9,10,2023-09-01T05:48:44,2023-09-01T18:57:01,0.54,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-02,30,16.8,23.6,28.2,16.8,23,5.5,34.2,0,0,0,,0,0,15.8,14.8,51,1013.6,0.1,10.7,278.5,24,9,10,2023-09-02T05:49:44,2023-09-02T18:55:23,0.57,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-03,30.4,17,23.9,28.5,17,23.3,5.5,34.1,0,0,0,,0,0,19.1,14.8,110.7,1011.3,59.3,10,242.8,21.1,8,10,2023-09-03T05:50:45,2023-09-03T18:53:44,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-04,26,19.1,22.6,26,19.1,22.6,4.8,32.4,0,0,0,,0,0,33.5,22.3,328,1013.3,26.7,11.3,256.6,22.2,8,10,2023-09-04T05:51:45,2023-09-04T18:52:05,0.64,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-05,28,12.6,21.5,26.7,12.6,21.2,3,32.8,0,0,0,,0,0,22.3,18.4,357.1,1016.5,6.6,11.3,278,23.8,9,10,2023-09-05T05:52:45,2023-09-05T18:50:25,0.67,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-06,29,14,22.2,27.5,14,21.8,4.7,34.4,0,0,0,,0,0,15.1,14.8,33.5,1014.1,44.8,10,254.2,22,8,10,2023-09-06T05:53:45,2023-09-06T18:48:45,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-07,32,16,24.3,29.8,16,23.6,5.6,33,0,0,0,,0,0,29.5,14.8,74.5,1011.4,60.9,9.9,246,21.2,8,10,2023-09-07T05:54:45,2023-09-07T18:47:04,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-08,30,21.8,25.6,28.3,21.8,25.1,8.2,33.7,0,0,0,rain,0,0,31,22.3,107.3,1010.5,48.2,9.5,162.1,13.8,6,10,2023-09-08T05:55:45,2023-09-08T18:45:23,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-09,32,21,26.9,30.4,21,26.2,10.2,36.3,0,0,0,rain,0,0,29.2,18.4,293.4,1011.4,78.2,10,217.1,18.6,8,10,2023-09-09T05:56:46,2023-09-09T18:43:42,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-10,31,20,25.7,30.1,20,25.5,12.1,43.6,0,0,0,rain,0,0,20.9,15.3,19,1006.2,27.9,8.6,236.3,20.5,8,10,2023-09-10T05:57:46,2023-09-10T18:42:00,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-11,31,18.9,24.4,29.5,18.9,24,9.1,41.2,0,0,0,,0,0,24.5,25.9,291.3,1009.2,25.5,5.5,223.4,19.3,8,10,2023-09-11T05:58:46,2023-09-11T18:40:18,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-12,26,14.7,20.8,26,14.7,20.8,3.8,34,0,0,0,,0,0,23.8,14.8,322.7,1016.3,12.3,6.7,246.6,21.3,8,10,2023-09-12T05:59:46,2023-09-12T18:38:36,0.91,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-13,27,15.8,21.4,26.1,15.8,21.4,2.9,31.1,0,0,0,,0,0,40.7,22.3,352,1016,8.5,10.2,251.4,21.7,8,10,2023-09-13T06:00:46,2023-09-13T18:36:53,0.94,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-14,28,14.3,21.4,26.6,14.3,21.3,2.9,31.5,0,0,0,,0,0,25.2,18.4,331.8,1015.4,2.9,9.4,248.7,21.6,8,10,2023-09-14T06:01:47,2023-09-14T18:35:10,0.97,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-15,26,15,21.1,26,15,21.1,5,36.3,0,0,0,,0,0,19.8,14.8,330.4,1016.1,24.6,9.9,215.5,18.6,8,10,2023-09-15T06:02:47,2023-09-15T18:33:28,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-16,28,14.3,21.3,26.8,14.3,21.1,5.6,38.5,0,0,0,,0,0,21.2,11.2,333.7,1015.5,45.8,9.7,225.3,19.5,8,10,2023-09-16T06:03:47,2023-09-16T18:31:44,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-17,28,17,21.8,26.8,17,21.6,6.5,39.1,0,0,0,,0,0,15.8,11.2,151.8,1012.4,55.5,9.4,230.9,19.9,8,10,2023-09-17T06:04:48,2023-09-17T18:30:01,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-18,29,17,22.8,27.5,17,22.4,5.2,34.6,0,0,0,,0,0,29.5,14.8,239.3,1012.2,18.4,10,240.3,20.6,8,10,2023-09-18T06:05:48,2023-09-18T18:28:18,0.11,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-19,29,16,23,27.4,16,22.5,4.8,33.1,0,0,0,,0,0,22.3,18.4,152.8,1013.5,62.3,10,231,20,7,10,2023-09-19T06:06:49,2023-09-19T18:26:35,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-20,26,15,21.1,26,15,21.1,8,45.9,3.963,100,4.17,rain,0,0,48.2,33.5,148.5,1020.5,38.9,9.6,230.2,19.8,8,10,2023-09-20T06:07:49,2023-09-20T18:24:52,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"38583099999,38452099999,UTTT,38457099999"
Tashkent,2023-09-21,25,16,20.4,25,16,20.4,7.3,44.9,0,0,0,,0,0,33.5,18.4,251.4,1020.1,27.6,10,232.8,20.1,8,10,2023-09-21T06:08:50,2023-09-21T18:23:08,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-22,23,14.4,19.3,23,14.4,19.3,3.8,37,0,0,0,,0,0,21.2,18.4,328.9,1022.7,4.6,12.6,235.3,20.5,8,10,2023-09-22T06:09:51,2023-09-22T18:21:25,0.25,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-23,26,11.2,19.1,26,11.2,19.1,2.8,37.4,0,0,0,,0,0,33.5,14.8,358.6,1022.5,0,9.7,236.3,20.5,8,10,2023-09-23T06:10:52,2023-09-23T18:19:42,0.25,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-24,27,13,19.6,26.1,13,19.5,2.9,35.8,0,0,0,,0,0,17.6,14.8,4.9,1019.6,1.3,9.6,232.5,20.1,8,10,2023-09-24T06:11:53,2023-09-24T18:17:59,0.32,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-25,27,12,19.8,26.1,12,19.7,3.5,36.3,0,0,0,,0,0,15.8,14.8,111.3,1016.9,0,9.6,228.2,19.8,8,10,2023-09-25T06:12:55,2023-09-25T18:16:16,0.36,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-26,28,13.5,21.4,26.7,13.5,21.1,3.1,33.4,0,0,0,,0,0,22.3,14.8,10.2,1015.8,1.4,9.5,226.6,19.6,8,10,2023-09-26T06:13:56,2023-09-26T18:14:33,0.39,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-27,29,16,21.9,27.4,16,21.5,3.7,32.5,0,0,0,,0,0,25.2,14.8,295.7,1016.5,40.5,9,220.4,19,7,10,2023-09-27T06:14:58,2023-09-27T18:12:50,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-28,28,17,22.1,26.7,17,21.9,3.8,32,0,0,0,,0,0,25.9,18.4,318.2,1016.7,70.1,9.5,193.7,16.8,7,10,2023-09-28T06:15:59,2023-09-28T18:11:08,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-29,27,13.7,20.7,26.2,13.7,20.6,3.8,34.6,0,0,0,,0,0,32.8,14.8,87.7,1016.6,31.9,10,212.2,18.4,7,10,2023-09-29T06:17:01,2023-09-29T18:09:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-09-30,26,14,19.9,26,14,19.9,4,36.9,0,0,0,,0,0,29.5,18.4,161.3,1017.8,30.7,10,201.3,17.3,7,10,2023-09-30T06:18:04,2023-09-30T18:07:43,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-01,27,14,20.2,26,14,20.1,3.4,34.9,0,0,0,,0,0,33.5,18.4,113.3,1015,63.6,10.7,203.2,17.6,7,10,2023-10-01T06:19:06,2023-10-01T18:06:02,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-02,26,13,19,26,13,19,2.7,36.2,0,0,0,,0,0,19.8,14.8,146.3,1014.6,57.6,9.7,203.8,17.6,7,10,2023-10-02T06:20:09,2023-10-02T18:04:20,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-03,27,11.8,19.4,26,11.8,19.3,0.2,30.1,0,0,0,,0,0,18.7,14.8,81.2,1016,13.2,10.6,211.8,18.4,7,10,2023-10-03T06:21:12,2023-10-03T18:02:40,0.63,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-04,28,13.8,21.4,26.7,13.8,21.1,0.2,26.2,0,0,0,,0,0,21.6,14.8,358.7,1016.9,13.1,10.6,205.8,17.9,7,10,2023-10-04T06:22:15,2023-10-04T18:00:59,0.66,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT,remote"
Tashkent,2023-10-05,29,14.8,22.1,27.4,14.8,21.8,2.2,29,0,0,0,,0,0,31.3,18.4,345.9,1015.6,31.5,9.6,200.2,17.2,7,10,2023-10-05T06:23:18,2023-10-05T17:59:19,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-06,24,17.2,20.6,24,17.2,20.6,8.4,46.4,0.005,100,4.17,rain,0,0,34.2,29.5,187.8,1015.8,59.8,9.5,82.1,7.2,4,10,2023-10-06T06:24:22,2023-10-06T17:57:39,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"38583099999,38452099999,UTTT,38457099999"
Tashkent,2023-10-07,21,13.8,16.9,21,13.8,16.9,11,70.1,0.693,100,4.17,rain,0,0,27,11.2,143.7,1020.6,55.8,8.8,135.5,11.5,6,10,2023-10-07T06:25:26,2023-10-07T17:56:00,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-08,23,13.8,18.1,23,13.8,18.1,9,57.4,0,0,0,,0,0,19.1,14.8,148.6,1021.3,19.7,8.6,189.8,16.3,7,10,2023-10-08T06:26:30,2023-10-08T17:54:21,0.79,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-09,27,13,19.8,26,13,19.7,4.6,40.8,0,0,0,,0,0,14.8,14.8,26.8,1018.6,1.3,8.6,196,16.8,7,10,2023-10-09T06:27:34,2023-10-09T17:52:43,0.82,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-10,28.2,12,20.6,26.9,12,20.3,4.4,36.8,0,0,0,,0,0,37.1,18.4,96.8,1016.4,43.8,10,160.6,13.9,6,10,2023-10-10T06:28:39,2023-10-10T17:51:06,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-11,28.4,15,21.2,27.2,15,21,4.9,35.4,0,0,0,,0,0,13,14.8,46.3,1017.7,22.3,9.4,184.1,15.9,7,10,2023-10-11T06:29:44,2023-10-11T17:49:29,0.89,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-12,24,14,18.7,24,14,18.7,6.5,46,0,0,0,,0,0,25.6,25.9,296.7,1016.6,43.8,7.6,128.9,11,6,10,2023-10-12T06:30:50,2023-10-12T17:47:53,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-13,14,7.6,9.7,14,5.3,8.5,5.5,75.7,17.144,100,8.33,rain,0,0,32.8,33.5,248.6,1029.7,78,11.1,64.3,5.6,5,10,2023-10-13T06:31:55,2023-10-13T17:46:17,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38583099999,38452099999,38457099999,UTTT"
Tashkent,2023-10-14,16,6.2,11.1,16,4.8,10.6,2.2,57,0,0,0,,0,0,33.5,14.8,355.5,1026.7,11.1,11.1,186.8,16.1,7,10,2023-10-14T06:33:01,2023-10-14T17:44:42,0,Clear,Clear conditions throughout the day.,clear-day,"38583099999,38452099999,38457099999,UTTT"
